WORD	SAMPA	PRON_VARIANT
listafólki	l I s t a f ou l c_h I	northeast_clear
listafólki	l I s t a f ou l_0 c I	standard_clear
listahátíð	l I s t a h au t_h i D	all
listaklúbbi	l I s t a k_h l u p I	all
listamaður	l I s t a m a D Y r	all
listamönnum	l I s t a m 9 n Y m	all
listamönnunum	l I s t a m 9 n O n Y m	all
listann	l I s t a n	all
listanna	l I s t a n a	all
listasafn	l I s t a s a p n_0	all
listasafni	l I s t a s a p n I	all
listasafnið	l I s t a s a p n I D	all
listasafnsins	l I s t a s a f s I n s	standard_cas
listasafnsins	l I s t a s a p n_0 s I n s	standard_clear
listastofnun	l I s t a s t O p n Y n	all
listavefurinn	l I s t a v E v Y r I n	all
listaverkabækur	l I s t a v E r_0 k a p ai k Y r	standard_clear
listaverkið	l I s t a v E r_0 c I D	all
listaverkum	l I s t a v E r_0 k Y m	all
listfengi	l I s t f ei J c I	all
listinn	l I s t I n	all
listir	l I s t I r	all
listmálari	l I s t m au l a r I	all
listnám	l I s t n au m	all
listrænan	l I s t r ai n a n	all
listrænn	l I s t r ai t n_0	all
listrænni	l I s t r ai t n I	all
listsköpun	l I s k 9 p Y n	standard_cas
listsköpun	l I s t s k 9 p Y n	standard_clear
listsköpun	l I s t s k 9 p_h Y n	north_clear
listsköpunar	l I s k 9 p Y n a r	standard_cas
listsköpunar	l I s t s k 9 p Y n a r	standard_clear
listsköpunar	l I s t s k 9 p_h Y n a r	north_clear
listum	l I s t Y m	all
lit	l I: t	standard_clear
lit	l I: t_h	north_clear
lita	l I: t a	standard_clear
lita	l I: t_h a	north_clear
litar	l I: t a r	standard_clear
litar	l I: t_h a r	north_clear
litarendurgjafarstuðul	l I: t a r E n t Y r c a v a r_0 s t Y D Y l	standard_clear
litarendurgjafarstuðul	l I: t a r E n t Y r c a v a s t Y D Y l	standard_cas
litarendurgjafarstuðul	l I: t_h a r E n t Y r c a v a r_0 s t Y D Y l	north_clear
litarhætti	l I: t a r_0 h ai h t I	standard_clear
litarhætti	l I: t_h a r_0 h ai h t I	north_clear
litarmerkingu	l I: t a r m E r_0 c i N k Y	standard_clear
litarmerkingu	l I: t_h a r m E r_0 c i N k Y	north_clear
litasamsetningin	l I: t a s a m s E h t n i J c I n	standard_clear
litasamsetningin	l I: t_h a s a m s E h t n i J c I n	north_clear
litbrigði	l I t p r I G D I	all
litfagurt	l I t f a G Y r_0 t	all
litið	l I: t I D	standard_clear
litið	l I: t_h I D	north_clear
litla	l I h t l a	all
litlar	l I h t l a r	all
litlir	l I h t l I r	all
litlu	l I h t l Y	all
litlubrú	l I h t l Y p r u	all
litlum	l I h t l Y m	all
litninga	l I h t n i N k a	all
litríka	l I: t r i k a	standard_clear
litríka	l I: t_h r i k_h a	north_clear
litríkastir	l I: t r i k a s t I r	standard_clear
litríkastir	l I: t_h r i k_h a s t I r	north_clear
litríku	l I: t r i k Y	standard_clear
litríku	l I: t_h r i k_h Y	north_clear
litríkum	l I: t r i k Y m	standard_clear
litríkum	l I: t r i k_h Y m	north_clear
litróf	l I: t r ou f	standard_clear
litróf	l I: t_h r ou v	north_clear
litrófi	l I: t r ou I	standard_cas
litrófi	l I: t r ou v I	standard_clear
litrófi	l I: t_h r ou v I	north_clear
litrófs	l I: t r ou f s	standard_clear
litrófs	l I: t_h r ou f s	north_clear
litrófsgreiningu	l I: t r ou f s k r ei n i N k Y	standard_clear
litrófsgreiningu	l I: t_h r ou f s k r ei n i N k Y	north_clear
litu	l I: t Y	standard_clear
litu	l I: t_h Y	north_clear
live	l ai: v	all
liverpool	l I: v E r_0 p_h u l	all
liða	l I: D a	all
liðagigt	l I: D a c I x t	all
liðagigtar	l I: D a c I x t a r	all
liðanna	l I: D a n a	all
liðar	l I: D a r	all
liðhlaupar	l I D l_0 9i p a r	standard_clear
liðhlaupar	l I D l_0 9i p_h a r	north_clear
liði	l I: D I	all
liðin	l I: D I n	all
liðinni	l I: D I n I	all
liðinu	l I: D I n Y	all
liðir	l I: D I r	all
liðið	l I: D I D	all
liðka	l I D k_h a	northeast_clear
liðka	l I T k a	standard_clear
liðlega	l I D l E G a	all
liðna	l I D n a	all
liðnar	l I D n a r	all
liðnir	l I D n I r	all
liðnu	l I D n Y	all
liðs	l I D s	all
liðsforingjann	l I D s f O r i J c a n	all
liðsfélaga	l I D s f j E l a G a	all
liðsfélagi	l I D s f j E l ai j I	all
liðsins	l I D s I n s	all
liðsmenn	l I D s m E n	all
liðsmönnum	l I D s m 9 n Y m	all
liðugir	l I: D Yi j I r	all
liðum	l I: D Y m	all
liðunum	l I: D O n Y m	all
ljóminn	l j ou: m I n	all
ljónshjarta	l j ou n s C a r_0 t a	all
ljósafoss	l j ou: s a f O s	all
ljósaskiptunum	l j ou: s a s c I f t O n Y m	all
ljóseinkenni	l j ou: s ei J c_h E n I	all
ljósi	l j ou: s I	all
ljósin	l j ou: s I n	all
ljóslaust	l j ou: s t l 9i s t	all
ljósleiðara	l j ou s t l ei D a r a	all
ljósmynd	l j ou s m I n t	all
ljósmyndasafns	l j ou s m I n t a s a f s	standard_cas
ljósmyndasafns	l j ou s m I n t a s a p n_0 s	standard_clear
ljósmyndum	l j ou: s m I n t Y m	all
ljósmyndunarrúnt	l j ou s m I n t Y n a r u n_0 t	standard_clear
ljósmæður	l j ou s m ai D Y r	all
ljósrauðu	l j ou: s r 9i D Y	all
ljósrauðum	l j ou: s r 9i D Y m	all
ljósri	l j ou: s r I	all
ljósrit	l j ou: s r I t	standard_clear
ljósritunarvélar	l j ou: s r I t Y n a r v j E l a r	standard_clear
ljósritunarvélar	l j ou: s r I t_h Y n a r v j E l a r	north_clear
ljósrofnun	l j ou: s r O p n Y n	all
ljóss	l j ou s	all
ljóst	l j ou s t	all
ljósum	l j ou: s Y m	all
ljósvakans	l j ou: s v a k a n s	standard_clear
ljósvakans	l j ou: s v a k_h a n s	north_clear
ljósvallagötuna	l j ou: s v a t l a k 9 t Y n a	standard_clear
ljósvallagötuna	l j ou: s v a t l a k 9 t_h Y n a	north_clear
ljósvallagötunni	l j ou: s v a t l a G 9 t_h Y n I	north_clear
ljósvallagötunni	l j ou: s v a t l a k 9 t Y n I	standard_clear
ljósviti	l j ou: s v I t I	standard_clear
ljósviti	l j ou: s v I t_h I	north_clear
ljótari	l j ou: t a r I	standard_clear
ljótari	l j ou: t_h a r I	north_clear
ljóðum	l j ou: D Y m	all
ljúfar	l j u: a r	standard_cas
ljúfar	l j u: v a r	standard_clear
ljúfasta	l j u: a s t a	standard_cas
ljúfasta	l j u: v a s t a	standard_clear
ljúffeng	l j u f ei N k	all
ljúffengar	l j u f ei N k a r	all
ljúffengum	l j u f ei N k Y m	all
ljúfir	l j u: I r	standard_cas
ljúfir	l j u: v I r	standard_clear
ljúflingur	l j u v l i N k Y r	all
ljúfs	l j u f s	standard_clear
ljúfs	l j u s	standard_cas
ljúfum	l j u: Y m	standard_cas
ljúfum	l j u: v Y m	standard_clear
ljúfur	l j u: Y r	standard_cas
ljúfur	l j u: v Y r	standard_clear
ljúktu	l j u x t Y	all
lofar	l O: v a r	all
lofaði	l O: v a D I	all
loforð	l O: v O r D	all
lofsamlega	l O f s a m l E G a	all
loft	l O f t	all
lofta	l O f t a	all
loftfarinu	l O f t f a r I n Y	all
loftfirrðrar	l O f t f I r D r a r	all
loftflæðiuppsetningar	l O f t f l ai D I Y h p s E h t n i N k a r	all
lofthjúpnum	l O f t C u h p n Y m	all
lofthræddur	l O f t r_0 ai t Y r	all
lofti	l O f t I	all
loftleiðir	l O f t l ei D I r	all
loftleiðum	l O f t l ei D Y m	all
loftleki	l O f l E c I	standard_cas
loftleki	l O f t l E c I	standard_clear
loftljósið	l O f t l j ou s I D	all
loftmengun	l O f t m ei N k Y n	all
loftsal	l O f s a l	standard_cas
loftsal	l O f t s a l	standard_clear
loftsalurinn	l O f s a l Y r I n	standard_cas
loftsalurinn	l O f t s a l Y r I n	standard_clear
loftsdóttir	l O f s t ou h t I r	standard_cas
loftsdóttir	l O f t s t ou h t I r	standard_clear
loftsins	l O f s I n s	standard_cas
loftsins	l O f t s I n s	standard_clear
loftskipti	l O f t s c I f t I	north_clear
loftskipti	l O f t s c I f t I	standard_clear
loftslag	l O f s t l a G	standard_cas
loftslag	l O f t s t l a G	standard_clear
loftslagi	l O f s t l ai j I	standard_cas
loftslagi	l O f t s t l ai j I	standard_clear
loftslagsbreytingar	l O f s t l a x s p r ei t i N k a r	standard_cas
loftslagsbreytingar	l O f t s t l a x s p r ei t i N k a r	standard_clear
loftslagsbreytingar	l O f t s t l a x s p r ei t_h i N k a r	north_clear
loftslagsins	l O f s t l a x s I n s	standard_cas
loftslagsins	l O f t s t l a x s I n s	standard_clear
loftslagsmálum	l O f t s t l a x s m au l Y m	all
loftsson	l O f t s O n	all
loftárás	l O f t au r au s	all
logann	l O: G a n	all
logarnir	l O: G a r t n I r	standard_clear
loggaði	l O k a D I	all
logn	l O k n_0	all
lokadeginum	l O: k a t ei j I n Y m	standard_clear
lokadeginum	l O: k_h a t ei j I n Y m	north_clear
lokagengi	l O: k a c ei J c I	standard_clear
lokagengi	l O: k_h a c ei J c I	north_clear
lokahnykkinn	l O: k a n_0 I h c I n	standard_clear
lokahnykkinn	l O: k_h a n_0 I h c I n	north_clear
lokahófi	l O: k a h ou I	standard_cas
lokahófi	l O: k a h ou v I	standard_clear
lokahófi	l O: k_h a h ou v I	north_clear
lokakeppni	l O: k a c_h E h p n I	standard_clear
lokakeppni	l O: k_h a c_h E h p n I	north_clear
lokaleik	l O: k a l ei k	standard_clear
lokaleik	l O: k_h a l ei k_h	north_clear
lokar	l O: k a r	standard_clear
lokar	l O: k_h a r	north_clear
lokaskýrslum	l O: k a s c i r_0 s t l Y m	standard_clear
lokaskýrslum	l O: k a s c i s t l Y m	standard_cas
lokaskýrslum	l O: k_h a s c i r_0 s t l Y m	north_clear
lokaumferð	l O: k 9 a Y m f E r D	standard_clear
lokaumferð	l O: k_h a Y m f E r D	north_clear
lokaumferðinni	l O: k a Y m f E r D I n I	standard_clear
lokaumferðinni	l O: k_h a Y m f E r D I n I	north_clear
lokað	l O: k a D	standard_clear
lokað	l O: k_h a D	north_clear
lokaði	l O: k a D I	standard_clear
lokaði	l O: k_h a D I	north_clear
lokaður	l O: k a D Y r	standard_clear
lokaður	l O: k_h a D Y r	north_clear
lokaþáttur	l O: k a T au h t Y r	standard_clear
lokaþáttur	l O: k_h a T au h t Y r	north_clear
loki	l O: c I	standard_clear
loki	l O: c_h I	north_clear
lokinni	l O: c I n I	standard_clear
lokinni	l O: c_h I n I	north_clear
lokið	l O: c I D	standard_clear
lokið	l O: c_h I D	north_clear
lokkana	l O h k a n a	all
lokkandi	l O h k a n t I	all
lokkur	l O h k Y r	all
loknum	l O h k n Y m	all
loks	l O k s	all
loksins	l O k s I n s	all
lokum	l O: k Y m	standard_clear
lokum	l O: k_h Y m	north_clear
lokun	l O: k Y n	standard_clear
lokun	l O: k_h Y n	north_clear
lokunni	l O: k Y n I	standard_clear
lokunni	l O: k_h Y n I	north_clear
lokuð	l O: k Y D	standard_clear
lokuð	l O: k_h Y D	north_clear
lokuðum	l O: k Y D Y m	standard_clear
lokuðum	l O: k_h Y D Y m	north_clear
london	l O n t O n	all
loppa	l O h p a	all
loppunum	l O h p O n Y m	all
loppurnar	l O h p Y r t n a r	standard_clear
lortur	l O r_0 t Y r	all
losni	l O s t n I	all
lostahross	l O s t a r_0 O s	all
lostnir	l O s t n I r	all
lotning	l O h t n i N k	all
lottó	l O h t ou	all
lotu	l O: t Y	standard_clear
lotu	l O: t_h Y	north_clear
love	l O v	all
lovísa	l O: v i s a	all
loðinn	l O: D I n	all
loðna	l O D n a	all
loðnu	l O D n Y	all
loðnuvinnslunnar	l O D n Y v I n s t l Y n a r	all
lubba	l Y p a	all
lubbann	l Y p a n	all
lukka	l Y h k a	all
lukkunnar	l Y h k Y n a r	all
lukkupottinn	l Y h k Y p_h O h t I n	all
luktinni	l Y x t I n I	all
luktum	l Y x t Y m	all
lummur	l Y m Y r	all
lund	l Y n t	all
lundarreykjadal	l Y n t a r ei c a t a l	standard_clear
lundarreykjadal	l Y n t a r ei c_h a t a l	north_clear
lundi	l Y n t I	all
lundúna	l Y n t u n a	all
lunga	l u N k a	all
lungna	l u N n a	standard_clear
lungna	l u n a	standard_cas
lungnarýmd	l u N n a r i m t	standard_clear
lungnarýmd	l u n a r i m t	standard_cas
lungnasjúkdóma	l u N n a s j u k t ou m a	standard_clear
lungnasjúkdóma	l u n a s j u: k t ou m a	standard_cas
lungnasjúklinga	l u N n a s j u h k l i N k a	standard_clear
lungnasjúklinga	l u n a s j u h k l i N k a	standard_cas
lungnaígræðslu	l u N n a i k r ai D s t l Y	standard_clear
lungnaígræðslu	l u n a i G r ai D s t l Y	standard_cas
lungum	l u N k Y m	all
lungun	l u N k Y n	all
lungunum	l u N k O n Y m	all
lyf	l I: f	all
lyfin	l I: v I n	all
lyfið	l I: v I D	all
lyfja	l I v j a	all
lyfjafræðingur	l I v j a f r ai D i N k Y r	all
lyfjagras	l I v j a k r a s	all
lyfjakostnaði	l I v j a k_h O s t n a D I	all
lyfjapróf	l I v j a p_h r ou v	all
lyfjarannsóknir	l I v j a r a n s ou h k n I r	all
lyfjatæknabraut	l I v j a t_h ai h k n a p r 9i t	standard_clear
lyfjatæknabraut	l I v j a t_h ai h k n a p r 9i t_h	north_clear
lyfjaverslun	l I v j a v E r_0 s t l Y n	standard_clear
lyfjaverslun	l I v j a v E s t l Y n	standard_cas
lyfjaverslunar	l I v j a v E r_0 s t l Y n a r	standard_clear
lyfjaverslunar	l I v j a v E s t l Y n a r	standard_cas
lyfseðla	l I f s E D l a	all
lyft	l I f t	all
lyfta	l I f t a	all
lyfti	l I f t I	all
lyftistöng	l I f t I s t 9i N k	all
lygari	l I: G a r I	all
lygi	l i: j I	all
lygndi	l i N t I	all
lygnt	l i N t_h	northeast_clear
lygnt	l i N_0 t	standard_clear
lykilatriði	l I: c I l a t r I D I	standard_clear
lykilatriði	l I: c_h I l a t_h r I D I	north_clear
lykilhlutverk	l I: c I l l_0 Y t v E r_0 k	standard_clear
lykilhlutverk	l I: c_h I l l_0 Y t_h v E r_0 k	north_clear
lykilhlutverki	l I: c I l l_0 Y t v E r_0 c I	standard_clear
lykilhlutverki	l I: c_h I l l_0 Y t_h v E r_0 c I	north_clear
lykill	l I: c I t l_0	standard_clear
lykill	l I: c_h I t l_0	north_clear
lykillinn	l I: c I t l I n	standard_clear
lykillinn	l I: c_h I t l I n	north_clear
lykilmaður	l I: c I l m a D Y r	standard_clear
lykilmaður	l I: c_h I l m a D Y r	north_clear
lykilorð	l I: c I l O r D	standard_clear
lykilorð	l I: c_h I l O r D	north_clear
lykkja	l I h c a	all
lykkjur	l I h c Y r	all
lyklaborð	l I h k l a p O r D	all
lykt	l I x t	all
lykta	l I x t a	all
lyktar	l I x t a r	all
lyktaði	l I x t a D I	all
lyktuðu	l I x t Y D Y	all
lyng	l i N k	all
lyngbak	l i N k p a k	all
lynghæna	l i N k h ai n a	all
lyngi	l i J c I	all
lyngið	l i J c I D	all
lyngási	l i N k au s I	all
lyngþúfur	l i n k T u Y r	standard_cas
lyngþúfur	l i n k T u v Y r	standard_clear
lyon	l i: O n	all
lyppast	l I h p a s t	all
lyst	l I s t	all
lystarlaus	l I s t a r l 9i s	all
lá	l au:	all
lága	l au: G a	standard_clear
lága	l au: a	standard_cas
lágafellskirkju	l au: G a f E l s c_h I r_0 c Y	standard_clear
lágafellskirkju	l au: a f E l s c_h I r_0 c Y	standard_cas
lágafellsskóla	l au: G a f E l s k ou l a	standard_clear
lágafellsskóla	l au: a f E l s k ou l a	standard_cas
lágafellssóknar	l au: G a f E l s ou h k n a r	standard_clear
lágafellssóknar	l au: a E l s ou h k n a r	standard_cas
lágar	l au: G a r	standard_clear
lágar	l au: a r	standard_cas
lágir	l au: j I r	all
láglendi	l au G l E n t I	standard_clear
láglendi	l au l E n t I	standard_cas
lágmark	l au G m a r_0 k	standard_clear
lágmark	l au m a r_0 k	standard_cas
lágmarka	l au: G m a r_0 k a	standard_clear
lágmarka	l au: m a r_0 k a	standard_cas
lágmarki	l au G m a r_0 c I	standard_clear
lágmarki	l au m a r_0 c I	standard_cas
lágmarks	l au G m a r_0 k s	standard_clear
lágmarks	l au m a r_0 s	standard_cas
lágmarkslaun	l au G m a r_0 k s t l 9i n	standard_clear
lágmarkslaun	l au m a r_0 s t l 9i n	standard_cas
lágmæltur	l au: G m ai l_0 t Y r	standard_clear
lágmæltur	l au: m ai l_0 t Y r	standard_cas
lágum	l au: Y m	all
lágur	l au: G Y r	standard_clear
lágur	l au: r	standard_cas
lán	l au: n	all
lána	l au: n a	all
lánasamsetningu	l au: n a s a m s E h t n i N k Y	all
lánasjóðs	l au: n a s j ou D s	all
lánastofnana	l au: n a s t O p n a n a	all
lánað	l au: n a D	all
lánaður	l au: n a D Y r	all
láni	l au: n I	all
láninu	l au: n I n Y	all
láns	l au n s	all
lánsfé	l au n s f j E	all
lánsins	l au n s I n s	all
lántöku	l au n t_h 9 k Y	standard_clear
lántöku	l au n t_h 9 k_h Y	north_clear
lánveitingar	l au n v ei t i N k a r	standard_clear
lánveitingar	l au: n v ei t_h i N k a r	north_clear
lára	l au: r a	all
láru	l au: r Y	all
lárus	l au: r Y s	all
lárusdóttir	l au: r Y s t ou h t I r	all
lárusdóttur	l au: r Y s t ou h t Y r	all
lárusson	l au: r Y s O n	all
lárussyni	l au: r Y s I n I	all
lát	l au: t	standard_clear
lát	l au: t_h	north_clear
láta	l au: t a	standard_clear
láta	l au: t_h a	north_clear
látinn	l au: t I n	standard_clear
látinn	l au: t_h I n	north_clear
látinna	l au: t I n a	standard_clear
látinna	l au: t_h I n a	north_clear
látist	l au: t I s t	standard_clear
látist	l au: t_h I s t	north_clear
látið	l au: t I D	standard_clear
látið	l au: t_h I D	north_clear
látlaus	l au t l 9i s	all
látlausan	l au t l 9i s a n	all
látlausar	l au t l 9i s a r	all
látlaust	l au: t l 9i s t	all
látlausum	l au: t l 9i s Y m	all
látna	l au h t n a	all
láttu	l au h t Y	all
látæði	l au: t ai D I	standard_clear
látæði	l au: t_h ai D I	north_clear
lávarður	l au: v a r D Y r	all
læddumst	l ai t Y m s t	all
lægi	l ai j I	all
lægja	l ai j a	all
lægju	l ai j Y	all
lægra	l ai G r a	all
lægri	l ai G r I	all
lægst	l ai x s t	all
lægsta	l ai x s t a	all
lægstu	l ai x s t Y	all
lægð	l ai G D	all
lækjarbotnum	l ai: c a r_0 p O h t n Y m	all
lækjargötu	l ai: c a r k 9 t Y	standard_clear
lækjargötu	l ai: c_h a r k 9 t_h Y	north_clear
lækjarskóla	l ai: c a r_0 s k ou l a	standard_clear
lækjarskóla	l ai: c_h a r_0 s k ou l a	north_clear
lækjum	l ai: c Y m	standard_clear
lækjum	l ai: c_h Y m	north_clear
lækka	l ai h k a	all
lækkandi	l ai h k a n t I	all
lækkar	l ai h k a r	all
lækkað	l ai h k a D	all
lækkaðar	l ai h k a D a r	all
lækkaði	l ai h k a D I	all
lækkaðir	l ai h k a D I r	all
lækki	l ai h c I	all
lækkun	l ai h k Y n	all
lækkunar	l ai h k Y n a r	all
lækkuð	l ai h k Y D	all
lækkuðu	l ai h k Y D Y	all
læknadeild	l ai h k n a t ei l t	all
læknafélagsins	l ai h k n a f j E l a x s I n s	all
læknana	l ai h k n a n a	all
læknanna	l ai h k n a n a	all
læknar	l ai h k n a r	all
læknastofu	l ai h k n a s t O v Y	all
læknastofunni	l ai h k n a s t O v Y n I	all
læknavakt	l ai h k n a v a x t	all
læknavaktin	l ai h k n a v a x t I n	all
læknað	l ai h k n a D	all
lækni	l ai h k n I	all
lækning	l ai h k n i N k	all
læknir	l ai h k n I r	all
læknirinn	l ai h k n I r I n	all
læknis	l ai h k n I s	all
læknisfræði	l ai h k n I s f r ai D I	all
læknisfræðinnar	l ai h k n I s f r ai D I n a r	all
læknishendur	l ai h k n I s h E n t Y r	all
læknisins	l ai h k n I s I n s	all
læknisskoðun	l ai h k n I s k O D Y n	all
læknisvottorð	l ai h k n I s v O h t O r D	all
læknisþjónusta	l ai h k n I s T j ou n Y s t a	all
læknum	l ai h k n Y m	all
lækur	l ai: k Y r	standard_clear
lækur	l ai: k_h Y r	north_clear
læra	l ai: r a	all
lærdómsríkt	l ai r t ou m s r i x t	all
lærdómur	l ai r t ou m Y r	all
læri	l ai: r I	all
lærir	l ai: r I r	all
lærisveina	l ai: r I s v ei n a	all
lærisveinar	l ai: r I s v ei n a r	all
lærisveinn	l ai: r I s v ei t n_0	all
lærisveinum	l ai: r I s v ei n Y m	all
læsta	l ai s t a	all
læti	l ai: t I	standard_clear
læti	l ai: t_h I	north_clear
lætur	l ai: t Y r	standard_clear
lætur	l ai: t_h Y r	north_clear
læða	l ai: D a	all
lék	l j E: k	standard_clear
lék	l j E: k_h	north_clear
léleg	l j E: l E G	all
lélegri	l j E: l E G r I	all
lélegt	l j E: l E x t	all
lélegu	l j E: l E G Y	all
lélegur	l j E: l E G Y r	all
lén	l j E: n	all
léreft	l j E: r E f t	all
lést	l j E s t	all
lét	l j E: t	standard_clear
lét	l j E: t_h	north_clear
létta	l j E h t a	all
léttar	l j E h t a r	all
léttilega	l j E h t I l E G a	all
léttir	l j E h t I r	all
léttirinn	l j E h t I r I n	all
léttleika	l j E h t l ei k a	standard_clear
léttleika	l j E h t l ei k_h a	north_clear
léttreykt	l j E h t r ei x t	all
léttum	l j E h t Y m	all
léttur	l j E h t Y r	all
léttúð	l j E h t u D	all
létu	l j E: t Y	standard_clear
létu	l j E: t_h Y	north_clear
líbanon	l i: p a n O n	all
líbíu	l i: p i j Y	all
líf	l i: f	all
lífeyri	l i v ei r I	all
lífeyrisgreiðslur	l i: v ei r I s k r ei D s t l Y r	all
lífeyrisréttinda	l i: v ei r I s r j E h t I n t a	all
lífeyrisréttindi	l i: v ei r I s r j E h t I n t I	all
lífeyrissjóð	l i: v ei r I s j ou D	all
lífeyrissjóða	l i: v ei r I s j ou D a	all
lífeyrissjóðanna	l i: v ei r I s j ou D a n a	all
lífeyrissjóði	l i: v ei r I s j ou D I	all
lífeyrissjóðir	l i: v ei r I s j ou D I r	all
lífeyrissjóðirnir	l i: v ei r I s j ou D I r t n I r	standard_clear
lífeyrissjóðirnir	l i: v ei r I s j ou D I t n I r	standard_cas
lífeyrissjóðs	l i: v ei r I s j ou D s	all
lífeyrissjóðsins	l i: v ei r I s j ou D s I n s	all
lífeyrissjóðum	l i: v ei r I s j ou D Y m	all
lífeyrissjóður	l i: v ei r I s j ou D Y r	all
